,id,title,original_language,release_date,release_mon,release_month,release_year,vote_average,popularity,adult
10971,22292,The Ghost and Mrs. Muir,en,5/25/47,5,May,1947,7.7,11.129,FALSE
1157,16391,Black Narcissus,en,5/26/47,5,May,1947,7.6,10.913,FALSE
11157,16391,Black Narcissus,en,5/26/47,5,May,1947,7.6,10.913,FALSE
2013,11881,Miracle on 34th Street,en,6/4/47,6,June,1947,7.4,15.552,FALSE
12013,11881,Miracle on 34th Street,en,6/4/47,6,June,1947,7.4,15.552,FALSE
2395,16227,Dark Passage,en,9/5/47,9,September,1947,7.3,11.298,FALSE
12395,16227,Dark Passage,en,9/5/47,9,September,1947,7.3,11.298,FALSE
597,30588,Monsieur Verdoux,en,9/26/47,9,September,1947,7.8,9.182,FALSE
10597,30588,Monsieur Verdoux,en,9/26/47,9,September,1947,7.8,9.182,FALSE
4776,31135,Mickey and the Beanstalk,en,9/27/47,9,September,1947,6.8,8.63,FALSE
6696,46929,Fun and Fancy Free,en,9/27/47,9,September,1947,6.4,14.308,FALSE
14776,31135,Mickey and the Beanstalk,en,9/27/47,9,September,1947,6.8,8.63,FALSE
16696,46929,Fun and Fancy Free,en,9/27/47,9,September,1947,6.4,14.308,FALSE
3412,33667,Gentleman's Agreement,en,11/11/47,11,November,1947,7,10.63,FALSE
13412,33667,Gentleman's Agreement,en,11/11/47,11,November,1947,7,10.63,FALSE
1029,678,Out of the Past,en,11/25/47,11,November,1947,7.6,11.598,FALSE
11029,678,Out of the Past,en,11/25/47,11,November,1947,7.6,11.598,FALSE
1783,3766,The Lady from Shanghai,en,12/24/47,12,December,1947,7.4,8.655,FALSE
11783,3766,The Lady from Shanghai,en,12/24/47,12,December,1947,7.4,8.655,FALSE
3064,19490,The Bishop's Wife,en,12/25/47,12,December,1947,7.1,7.306,FALSE
13064,19490,The Bishop's Wife,en,12/25/47,12,December,1947,7.1,7.306,FALSE
7508,31667,The Paradine Case,en,12/31/47,12,December,1947,6.2,7.063,FALSE
17508,31667,The Paradine Case,en,12/31/47,12,December,1947,6.2,7.063,FALSE
320,3090,The Treasure of the Sierra Madre,en,1/15/48,1,January,1948,8,17.439,FALSE
10320,3090,The Treasure of the Sierra Madre,en,1/15/48,1,January,1948,8,17.439,FALSE
2549,20482,The Naked City,en,3/4/48,3,March,1948,7.2,7.562,FALSE
12549,20482,The Naked City,en,3/4/48,3,March,1948,7.2,7.562,FALSE
362,1580,Rope,en,3/11/48,3,March,1948,8,16.631,FALSE
10362,1580,Rope,en,3/11/48,3,March,1948,8,16.631,FALSE
908,25858,Drunken Angel,ja,4/27/48,4,April,1948,7.7,8.047,FALSE
10908,25858,Drunken Angel,ja,4/27/48,4,April,1948,7.7,8.047,FALSE
556,946,Letter from an Unknown Woman,en,4/28/48,4,April,1948,7.9,9.892,FALSE
10556,946,Letter from an Unknown Woman,en,4/28/48,4,April,1948,7.9,9.892,FALSE
7495,13757,Melody Time,en,5/27/48,5,May,1948,6.2,11.534,FALSE
17495,13757,Melody Time,en,5/27/48,5,May,1948,6.2,11.534,FALSE
3356,37347,Fort Apache,en,6/14/48,6,June,1948,7.1,14.406,FALSE
13356,37347,Fort Apache,en,6/14/48,6,June,1948,7.1,14.406,FALSE
3212,3073,Bud Abbott and Lou Costello Meet Frankenstein,en,6/15/48,6,June,1948,7.1,9.372,FALSE
13212,3073,Bud Abbott and Lou Costello Meet Frankenstein,en,6/15/48,6,June,1948,7.1,9.372,FALSE
1352,11016,Key Largo,en,7/16/48,7,July,1948,7.5,9.992,FALSE
11352,11016,Key Largo,en,7/16/48,7,July,1948,7.5,9.992,FALSE
1708,3089,Red River,en,8/26/48,8,August,1948,7.4,19.12,FALSE
11708,3089,Red River,en,8/26/48,8,August,1948,7.4,19.12,FALSE
296,19542,The Red Shoes,en,9/6/48,9,September,1948,8,12.3,FALSE
10296,19542,The Red Shoes,en,9/6/48,9,September,1948,8,12.3,FALSE
116,5156,Bicycle Thieves,it,11/24/48,11,November,1948,8.2,15.29,FALSE
10116,5156,Bicycle Thieves,it,11/24/48,11,November,1948,8.2,15.29,FALSE
865,8016,"Germany, Year Zero",it,12/1/48,12,December,1948,7.7,18.041,FALSE
10865,8016,"Germany, Year Zero",it,12/1/48,12,December,1948,7.7,18.041,FALSE
1316,23383,Hamlet,en,12/10/48,12,December,1948,7.5,9.839,FALSE
11316,23383,Hamlet,en,12/10/48,12,December,1948,7.5,9.839,FALSE
879,11898,Kind Hearts and Coronets,en,6/21/49,6,June,1949,7.7,10.675,FALSE
10879,11898,Kind Hearts and Coronets,en,6/21/49,6,June,1949,7.7,10.675,FALSE
368,1092,The Third Man,en,8/31/49,8,August,1949,8,15.622,FALSE
10368,1092,The Third Man,en,8/31/49,8,August,1949,8,15.622,FALSE
869,15794,White Heat,en,9/2/49,9,September,1949,7.7,7.372,FALSE
10869,15794,White Heat,en,9/2/49,9,September,1949,7.7,7.372,FALSE
277,20530,Late Spring,ja,9/13/49,9,September,1949,8,9.783,FALSE
10277,20530,Late Spring,ja,9/13/49,9,September,1949,8,9.783,FALSE
6299,13465,The Adventures of Ichabod and Mr. Toad,en,10/5/49,10,October,1949,6.5,19.576,FALSE
16299,13465,The Adventures of Ichabod and Mr. Toad,en,10/5/49,10,October,1949,6.5,19.576,FALSE
777,28571,The Heiress,en,10/6/49,10,October,1949,7.7,6.568,FALSE
10777,28571,The Heiress,en,10/6/49,10,October,1949,7.7,6.568,FALSE
1227,43650,The Legend of Sleepy Hollow,en,10/8/49,10,October,1949,7.5,9.128,FALSE
11227,43650,The Legend of Sleepy Hollow,en,10/8/49,10,October,1949,7.5,9.128,FALSE
1487,30368,Stray Dog,ja,10/17/49,10,October,1949,7.5,11.477,FALSE
11487,30368,Stray Dog,ja,10/17/49,10,October,1949,7.5,11.477,FALSE
3894,13909,She Wore a Yellow Ribbon,en,10/22/49,10,October,1949,6.9,13.81,FALSE
13894,13909,She Wore a Yellow Ribbon,en,10/22/49,10,October,1949,6.9,13.81,FALSE
3027,25431,Adam's Rib,en,11/18/49,11,November,1949,7.1,9.07,FALSE
13027,25431,Adam's Rib,en,11/18/49,11,November,1949,7.1,9.07,FALSE
3469,31516,On the Town,en,12/8/49,12,December,1949,7,11.224,FALSE
13469,31516,On the Town,en,12/8/49,12,December,1949,7,11.224,FALSE
1359,18671,Gun Crazy,en,1/20/50,1,January,1950,7.5,10.404,FALSE
11359,18671,Gun Crazy,en,1/20/50,1,January,1950,7.5,10.404,FALSE
3453,11224,Cinderella,en,2/22/50,2,February,1950,7,79.74,FALSE
13453,11224,Cinderella,en,2/22/50,2,February,1950,7,79.74,FALSE
4580,1978,Stage Fright,en,2/23/50,2,February,1950,6.8,8.678,FALSE
14580,1978,Stage Fright,en,2/23/50,2,February,1950,6.8,8.678,FALSE
1228,16958,The Asphalt Jungle,en,5/12/50,5,May,1950,7.6,11.394,FALSE
11228,16958,The Asphalt Jungle,en,5/12/50,5,May,1950,7.6,11.394,FALSE
1164,17057,In a Lonely Place,en,5/17/50,5,May,1950,7.6,13.492,FALSE
11164,17057,In a Lonely Place,en,5/17/50,5,May,1950,7.6,13.492,FALSE
1293,19119,Night and the City,en,6/15/50,6,June,1950,7.5,7.866,FALSE
11293,19119,Night and the City,en,6/15/50,6,June,1950,7.5,7.866,FALSE
2139,14551,Winchester '73,en,7/12/50,7,July,1950,7.3,11.439,FALSE
12139,14551,Winchester '73,en,7/12/50,7,July,1950,7.3,11.439,FALSE
54,599,Sunset Boulevard,en,8/10/50,8,August,1950,8.4,19.076,FALSE
10054,599,Sunset Boulevard,en,8/10/50,8,August,1950,8.4,19.076,FALSE
200,548,Rashomon,ja,8/26/50,8,August,1950,8.1,15.419,FALSE
10200,548,Rashomon,ja,8/26/50,8,August,1950,8.1,15.419,FALSE
1107,4558,Orpheus,fr,9/29/50,9,September,1950,7.6,8.941,FALSE
11107,4558,Orpheus,fr,9/29/50,9,September,1950,7.6,8.941,FALSE
180,705,All About Eve,en,10/6/50,10,October,1950,8.1,16.938,FALSE
10180,705,All About Eve,en,10/6/50,10,October,1950,8.1,16.938,FALSE
4081,11617,Rio Grande,en,11/15/50,11,November,1950,6.9,12.554,FALSE
14081,11617,Rio Grande,en,11/15/50,11,November,1950,6.9,12.554,FALSE
905,11787,Harvey,en,12/4/50,12,December,1950,7.7,13.27,FALSE
10905,11787,Harvey,en,12/4/50,12,December,1950,7.7,13.27,FALSE
259,800,The Young and the Damned,es,12/9/50,12,December,1950,8.1,8.799,FALSE
10259,800,The Young and the Damned,es,12/9/50,12,December,1950,8.1,8.799,FALSE
1172,43376,Diary of a Country Priest,fr,2/7/51,2,February,1951,7.6,16.254,FALSE
11172,43376,Diary of a Country Priest,fr,2/7/51,2,February,1951,7.6,16.254,FALSE
4665,10785,The Thing from Another World,en,4/5/51,4,April,1951,6.8,14.093,FALSE
14665,10785,The Thing from Another World,en,4/5/51,4,April,1951,6.8,14.093,FALSE
1780,25673,A Place in the Sun,en,6/12/51,6,June,1951,7.4,13.054,FALSE
11780,25673,A Place in the Sun,en,6/12/51,6,June,1951,7.4,13.054,FALSE
862,845,Strangers on a Train,en,6/27/51,6,June,1951,7.7,17.905,FALSE
10862,845,Strangers on a Train,en,6/27/51,6,June,1951,7.7,17.905,FALSE
461,25364,Ace in the Hole,en,6/29/51,6,June,1951,7.9,12.014,FALSE
10461,25364,Ace in the Hole,en,6/29/51,6,June,1951,7.9,12.014,FALSE
2722,12092,Alice in Wonderland,en,7/28/51,7,July,1951,7.2,73.986,FALSE
12722,12092,Alice in Wonderland,en,7/28/51,7,July,1951,7.2,73.986,FALSE
952,702,A Streetcar Named Desire,en,9/18/51,9,September,1951,7.7,16.62,FALSE
10952,702,A Streetcar Named Desire,en,9/18/51,9,September,1951,7.7,16.62,FALSE
3373,2769,An American in Paris,en,9/26/51,9,September,1951,7.1,12.243,FALSE
13373,2769,An American in Paris,en,9/26/51,9,September,1951,7.1,12.243,FALSE
1419,828,The Day the Earth Stood Still,en,9/28/51,9,September,1951,7.5,17.598,FALSE
11419,828,The Day the Earth Stood Still,en,9/28/51,9,September,1951,7.5,17.598,FALSE
3058,11620,Quo Vadis,en,11/8/51,11,November,1951,7.1,18.502,FALSE
13058,11620,Quo Vadis,en,11/8/51,11,November,1951,7.1,18.502,FALSE
1942,13188,Scrooge,en,11/28/51,11,November,1951,7.4,13.975,FALSE
11942,13188,Scrooge,en,11/28/51,11,November,1951,7.4,13.975,FALSE
1937,488,The African Queen,en,1/7/52,1,January,1952,7.4,12.92,FALSE
11937,488,The African Queen,en,1/7/52,1,January,1952,7.4,12.92,FALSE
519,833,Umberto D.,it,1/20/52,1,January,1952,7.9,11.757,FALSE
10519,833,Umberto D.,it,1/20/52,1,January,1952,7.9,11.757,FALSE
7112,27191,The Greatest Show on Earth,en,2/16/52,2,February,1952,6.3,12.581,FALSE
17112,27191,The Greatest Show on Earth,en,2/16/52,2,February,1952,6.3,12.581,FALSE
944,11972,Don Camillo,it,3/28/52,3,March,1952,7.7,6.009,FALSE
10944,11972,Don Camillo,it,3/28/52,3,March,1952,7.7,6.009,FALSE
168,872,Singin' in the Rain,en,4/9/52,4,April,1952,8.2,21.535,FALSE
10168,872,Singin' in the Rain,en,4/9/52,4,April,1952,8.2,21.535,FALSE
647,5000,Forbidden Games,fr,5/9/52,5,May,1952,7.8,10.111,FALSE
10647,5000,Forbidden Games,fr,5/9/52,5,May,1952,7.8,10.111,FALSE
853,288,High Noon,en,6/9/52,6,June,1952,7.7,16.451,FALSE
10853,288,High Noon,en,6/9/52,6,June,1952,7.7,16.451,FALSE
2100,3109,The Quiet Man,en,7/21/52,7,July,1952,7.3,15.034,FALSE
12100,3109,The Quiet Man,en,7/21/52,7,July,1952,7.3,15.034,FALSE
5126,24008,Monkey Business,en,9/3/52,9,September,1952,6.7,7.914,FALSE
15126,24008,Monkey Business,en,9/3/52,9,September,1952,6.7,7.914,FALSE
2547,43361,The White Sheik,it,9/20/52,9,September,1952,7.2,8.133,FALSE
12547,43361,The White Sheik,it,9/20/52,9,September,1952,7.2,8.133,FALSE
57,3782,Ikiru,ja,10/9/52,10,October,1952,8.4,13.04,FALSE
10057,3782,Ikiru,ja,10/9/52,10,October,1952,8.4,13.04,FALSE
384,28971,Limelight,en,10/23/52,10,October,1952,8,11.249,FALSE
10384,28971,Limelight,en,10/23/52,10,October,1952,8,11.249,FALSE
1759,32499,The Bad and the Beautiful,en,12/25/52,12,December,1952,7.4,10.486,FALSE
11759,32499,The Bad and the Beautiful,en,12/25/52,12,December,1952,7.4,10.486,FALSE
4734,19997,Niagara,en,1/26/53,1,January,1953,6.8,11.615,FALSE
14734,19997,Niagara,en,1/26/53,1,January,1953,6.8,11.615,FALSE
2596,10693,Peter Pan,en,2/5/53,2,February,1953,7.2,48.922,FALSE
12596,10693,Peter Pan,en,2/5/53,2,February,1953,7.2,48.922,FALSE
2132,47735,Summer with Monika,sv,2/9/53,2,February,1953,7.3,7.797,FALSE
12132,47735,Summer with Monika,sv,2/9/53,2,February,1953,7.3,7.797,FALSE
3629,778,Monsieur Hulot's Holiday,fr,2/25/53,2,February,1953,7,10.992,FALSE
13629,778,Monsieur Hulot's Holiday,fr,2/25/53,2,February,1953,7,10.992,FALSE
2984,30159,I Confess,en,2/28/53,2,February,1953,7.1,10.32,FALSE
12984,30159,I Confess,en,2/28/53,2,February,1953,7.1,10.32,FALSE
341,14696,Ugetsu,ja,3/26/53,3,March,1953,8,10.851,FALSE
10341,14696,Ugetsu,ja,3/26/53,3,March,1953,8,10.851,FALSE
3958,18573,House of Wax,en,4/16/53,4,April,1953,6.9,10.252,FALSE
13958,18573,House of Wax,en,4/16/53,4,April,1953,6.9,10.252,FALSE
291,204,The Wages of Fear,fr,4/22/53,4,April,1953,8,12.402,FALSE
10291,204,The Wages of Fear,fr,4/22/53,4,April,1953,8,12.402,FALSE
1574,3110,Shane,en,4/23/53,4,April,1953,7.5,12.565,FALSE
11574,3110,Shane,en,4/23/53,4,April,1953,7.5,12.565,FALSE
1806,25955,Pickup on South Street,en,5/27/53,5,May,1953,7.4,5.994,FALSE
11806,25955,Pickup on South Street,en,5/27/53,5,May,1953,7.4,5.994,FALSE
823,632,Stalag 17,en,5/29/53,5,May,1953,7.7,17.739,FALSE
10823,632,Stalag 17,en,5/29/53,5,May,1953,7.7,17.739,FALSE
2184,759,Gentlemen Prefer Blondes,en,7/14/53,7,July,1953,7.3,14.757,FALSE
12184,759,Gentlemen Prefer Blondes,en,7/14/53,7,July,1953,7.3,14.757,FALSE
4308,8974,The War of the Worlds,en,8/13/53,8,August,1953,6.9,20.288,FALSE
14308,8974,The War of the Worlds,en,8/13/53,8,August,1953,6.9,20.288,FALSE
486,804,Roman Holiday,en,8/26/53,8,August,1953,7.9,30.869,FALSE
10486,804,Roman Holiday,en,8/26/53,8,August,1953,7.9,30.869,FALSE
2167,11426,From Here to Eternity,en,8/28/53,8,August,1953,7.3,13.258,FALSE
12167,11426,From Here to Eternity,en,8/28/53,8,August,1953,7.3,13.258,FALSE
966,12548,I Vitelloni,it,9/17/53,9,September,1953,7.7,7.907,FALSE
10966,12548,I Vitelloni,it,9/17/53,9,September,1953,7.7,7.907,FALSE
904,14580,The Big Heat,en,10/14/53,10,October,1953,7.7,10.196,FALSE
10904,14580,The Big Heat,en,10/14/53,10,October,1953,7.7,10.196,FALSE
4363,10297,How to Marry a Millionaire,en,10/29/53,10,October,1953,6.9,12.367,FALSE
14363,10297,How to Marry a Millionaire,en,10/29/53,10,October,1953,6.9,12.367,FALSE
121,18148,Tokyo Story,ja,11/3/53,11,November,1953,8.2,16.187,FALSE
10121,18148,Tokyo Story,ja,11/3/53,11,November,1953,8.2,16.187,FALSE
5536,28696,The Wild One,en,12/30/53,12,December,1953,6.6,11.163,FALSE
15536,28696,The Wild One,en,12/30/53,12,December,1953,6.6,11.163,FALSE
4300,10973,Creature from the Black Lagoon,en,3/5/54,3,March,1954,6.9,17.274,FALSE
14300,10973,Creature from the Black Lagoon,en,3/5/54,3,March,1954,6.9,17.274,FALSE
153,20532,Sansho the Bailiff,ja,3/31/54,3,March,1954,8.2,11.461,FALSE
10153,20532,Sansho the Bailiff,ja,3/31/54,3,March,1954,8.2,11.461,FALSE
321,58007,Poverty and Nobility,it,4/17/54,4,April,1954,8,7.434,FALSE
10321,58007,Poverty and Nobility,it,4/17/54,4,April,1954,8,7.434,FALSE
20,346,Seven Samurai,ja,4/26/54,4,April,1954,8.5,26.436,FALSE
10020,346,Seven Samurai,ja,4/26/54,4,April,1954,8.5,26.436,FALSE
5082,1936,River of No Return,en,4/30/54,4,April,1954,6.7,14.4,FALSE
15082,1936,River of No Return,en,4/30/54,4,April,1954,6.7,14.4,FALSE
1623,26596,Johnny Guitar,en,5/26/54,5,May,1954,7.4,11.501,FALSE
11623,26596,Johnny Guitar,en,5/26/54,5,May,1954,7.4,11.501,FALSE
287,521,Dial M for Murder,en,5/29/54,5,May,1954,8,21.794,FALSE
10287,521,Dial M for Murder,en,5/29/54,5,May,1954,8,21.794,FALSE
4385,11071,Them!,en,6/16/54,6,June,1954,6.8,15.965,FALSE
14385,11071,Them!,en,6/16/54,6,June,1954,6.8,15.965,FALSE
378,654,On the Waterfront,en,6/22/54,6,June,1954,8,18.361,FALSE
10378,654,On the Waterfront,en,6/22/54,6,June,1954,8,18.361,FALSE
2775,10178,The Caine Mutiny,en,6/23/54,6,June,1954,7.2,10.771,FALSE
12775,10178,The Caine Mutiny,en,6/23/54,6,June,1954,7.2,10.771,FALSE
2554,16563,Seven Brides for Seven Brothers,en,7/22/54,7,July,1954,7.2,20.731,FALSE
12554,16563,Seven Brides for Seven Brothers,en,7/22/54,7,July,1954,7.2,20.731,FALSE
53,567,Rear Window,en,8/1/54,8,August,1954,8.4,23.637,FALSE
10053,567,Rear Window,en,8/1/54,8,August,1954,8.4,23.637,FALSE
2059,2748,Journey to Italy,it,9/7/54,9,September,1954,7.3,10.227,FALSE
12059,2748,Journey to Italy,it,9/7/54,9,September,1954,7.3,10.227,FALSE
1329,6620,Sabrina,en,9/10/54,9,September,1954,7.5,18.842,FALSE
11329,6620,Sabrina,en,9/10/54,9,September,1954,7.5,18.842,FALSE
395,405,La Strada,it,9/23/54,9,September,1954,7.9,8.939,FALSE
10395,405,La Strada,it,9/23/54,9,September,1954,7.9,8.939,FALSE
3118,3111,A Star Is Born,en,10/1/54,10,October,1954,7.1,12.743,FALSE
13118,3111,A Star Is Born,en,10/1/54,10,October,1954,7.1,12.743,FALSE
2793,13368,White Christmas,en,10/14/54,10,October,1954,7.2,11.812,FALSE
12793,13368,White Christmas,en,10/14/54,10,October,1954,7.2,11.812,FALSE
1074,1678,Godzilla,ja,11/3/54,11,November,1954,7.6,16.484,FALSE
11074,1678,Godzilla,ja,11/3/54,11,November,1954,7.6,16.484,FALSE
2684,43294,An American in Rome,it,12/10/54,12,December,1954,7.2,8.246,FALSE
12684,43294,An American in Rome,it,12/10/54,12,December,1954,7.2,8.246,FALSE
3241,173,"20,000 Leagues Under the Sea",en,12/23/54,12,December,1954,7.1,20.621,FALSE
13241,173,"20,000 Leagues Under the Sea",en,12/23/54,12,December,1954,7.1,20.621,FALSE
3869,11848,Animal Farm,en,12/28/54,12,December,1954,6.9,11.56,FALSE
13869,11848,Animal Farm,en,12/28/54,12,December,1954,6.9,11.56,FALSE
494,48035,Ordet,da,1/9/55,1,January,1955,7.9,8.483,FALSE
10494,48035,Ordet,da,1/9/55,1,January,1955,7.9,8.483,FALSE
2187,14554,Bad Day at Black Rock,en,1/13/55,1,January,1955,7.3,11.235,FALSE
12187,14554,Bad Day at Black Rock,en,1/13/55,1,January,1955,7.3,11.235,FALSE
493,827,Diabolique,fr,1/29/55,1,January,1955,7.9,10.5,FALSE
10493,827,Diabolique,fr,1/29/55,1,January,1955,7.9,10.5,FALSE
2797,62395,The Miracle of Marcelino,es,2/24/55,2,February,1955,7.2,15.856,FALSE
12797,62395,The Miracle of Marcelino,es,2/24/55,2,February,1955,7.2,15.856,FALSE
1144,220,East of Eden,en,4/10/55,4,April,1955,7.6,11.886,FALSE
11144,220,East of Eden,en,4/10/55,4,April,1955,7.6,11.886,FALSE
1550,15919,Marty,en,4/11/55,4,April,1955,7.5,8.93,FALSE
11550,15919,Marty,en,4/11/55,4,April,1955,7.5,8.93,FALSE
523,934,Rififi,fr,4/13/55,4,April,1955,7.9,13.397,FALSE
10523,934,Rififi,fr,4/13/55,4,April,1955,7.9,13.397,FALSE
9131,1679,Godzilla Raids Again,ja,4/24/55,4,April,1955,5.9,15.395,FALSE
19131,1679,Godzilla Raids Again,ja,4/24/55,4,April,1955,5.9,15.395,FALSE
2854,18030,Kiss Me Deadly,en,4/28/55,4,April,1955,7.2,10.583,FALSE
12854,18030,Kiss Me Deadly,en,4/28/55,4,April,1955,7.2,10.583,FALSE
3291,10653,The Seven Year Itch,en,6/3/55,6,June,1955,7.1,12.358,FALSE
13291,10653,The Seven Year Itch,en,6/3/55,6,June,1955,7.1,12.358,FALSE
3127,10340,Lady and the Tramp,en,6/22/55,6,June,1955,7.1,36.124,FALSE
13127,10340,Lady and the Tramp,en,6/22/55,6,June,1955,7.1,36.124,FALSE
2078,381,To Catch a Thief,en,8/3/55,8,August,1955,7.3,15.859,FALSE
12078,381,To Catch a Thief,en,8/3/55,8,August,1955,7.3,15.859,FALSE
266,5801,Pather Panchali,bn,8/26/55,8,August,1955,8,13.876,FALSE
497,3112,The Night of the Hunter,en,8/26/55,8,August,1955,7.9,15.122,FALSE
10266,5801,Pather Panchali,bn,8/26/55,8,August,1955,8,13.876,FALSE
10497,3112,The Night of the Hunter,en,8/26/55,8,August,1955,7.9,15.122,FALSE
6885,10056,Killer's Kiss,en,10/1/55,10,October,1955,6.4,8.266,FALSE
16885,10056,Killer's Kiss,en,10/1/55,10,October,1955,6.4,8.266,FALSE
3510,11219,The Trouble with Harry,en,10/3/55,10,October,1955,7,12.159,FALSE
13510,11219,The Trouble with Harry,en,10/3/55,10,October,1955,7,12.159,FALSE
1212,221,Rebel Without a Cause,en,10/29/55,10,October,1955,7.6,19.022,FALSE
11212,221,Rebel Without a Cause,en,10/29/55,10,October,1955,7.6,19.022,FALSE
2430,5506,The Ladykillers,en,12/8/55,12,December,1955,7.3,11.997,FALSE
12430,5506,The Ladykillers,en,12/8/55,12,December,1955,7.3,11.997,FALSE
6165,9077,Tarantula,en,12/14/55,12,December,1955,6.5,12.498,FALSE
16165,9077,Tarantula,en,12/14/55,12,December,1955,6.5,12.498,FALSE
1968,457,Sissi,de,12/22/55,12,December,1955,7.4,9.035,FALSE
11968,457,Sissi,de,12/22/55,12,December,1955,7.4,9.035,FALSE
1771,43316,All That Heaven Allows,en,12/25/55,12,December,1955,7.4,12.137,FALSE
11771,43316,All That Heaven Allows,en,12/25/55,12,December,1955,7.4,12.137,FALSE
1735,11700,Smiles of a Summer Night,sv,12/26/55,12,December,1955,7.4,8.628,FALSE
11735,11700,Smiles of a Summer Night,sv,12/26/55,12,December,1955,7.4,8.628,FALSE
1507,11549,Invasion of the Body Snatchers,en,2/5/56,2,February,1956,7.5,14.768,FALSE
11507,11549,Invasion of the Body Snatchers,en,2/5/56,2,February,1956,7.5,14.768,FALSE
2350,830,Forbidden Planet,en,3/23/56,3,March,1956,7.3,24.27,FALSE
12350,830,Forbidden Planet,en,3/23/56,3,March,1956,7.3,24.27,FALSE
5574,18983,"Godzilla, King of the Monsters!",en,4/27/56,4,April,1956,6.6,12.036,FALSE
15574,18983,"Godzilla, King of the Monsters!",en,4/27/56,4,April,1956,6.6,12.036,FALSE
775,3114,The Searchers,en,5/7/56,5,May,1956,7.7,21.478,FALSE
10775,3114,The Searchers,en,5/7/56,5,May,1956,7.7,21.478,FALSE
1448,574,The Man Who Knew Too Much,en,5/16/56,5,May,1956,7.5,16.169,FALSE
11448,574,The Man Who Knew Too Much,en,5/16/56,5,May,1956,7.5,16.169,FALSE
899,247,The Killing,en,6/6/56,6,June,1956,7.7,14.24,FALSE
10899,247,The Killing,en,6/6/56,6,June,1956,7.7,14.24,FALSE
3660,10339,Moby Dick,en,6/27/56,6,June,1956,7,17.583,FALSE
13660,10339,Moby Dick,en,6/27/56,6,June,1956,7,17.583,FALSE
2871,16520,The King and I,en,6/29/56,6,June,1956,7.2,10.942,FALSE
12871,16520,The King and I,en,6/29/56,6,June,1956,7.2,10.942,FALSE
5281,11706,War and Peace,en,8/21/56,8,August,1956,6.7,13.276,FALSE
15281,11706,War and Peace,en,8/21/56,8,August,1956,6.7,13.276,FALSE
255,55960,"Toto, Peppino, and the Hussy",it,8/23/56,8,August,1956,8.1,8.303,FALSE
10255,55960,"Toto, Peppino, and the Hussy",it,8/23/56,8,August,1956,8.1,8.303,FALSE
832,15265,The Red Balloon,fr,8/24/56,8,August,1956,7.7,9.213,FALSE
1920,26030,Bob le Flambeur,fr,8/24/56,8,August,1956,7.4,10.111,FALSE
10832,15265,The Red Balloon,fr,8/24/56,8,August,1956,7.7,9.213,FALSE
11920,26030,Bob le Flambeur,fr,8/24/56,8,August,1956,7.4,10.111,FALSE
3182,42196,The Bad Seed,en,9/12/56,9,September,1956,7.1,11.953,FALSE
13182,42196,The Bad Seed,en,9/12/56,9,September,1956,7.1,11.953,FALSE
759,6844,The Ten Commandments,en,10/5/56,10,October,1956,7.7,40.744,FALSE
10759,6844,The Ten Commandments,en,10/5/56,10,October,1956,7.7,40.744,FALSE
351,897,Aparajito,bn,10/11/56,10,October,1956,8,9.706,FALSE
10351,897,Aparajito,bn,10/11/56,10,October,1956,8,9.706,FALSE
5164,2897,Around the World in Eighty Days,en,10/17/56,10,October,1956,6.7,15.459,FALSE
15164,2897,Around the World in Eighty Days,en,10/17/56,10,October,1956,6.7,15.459,FALSE
2492,19178,The Trip Across Paris,fr,10/26/56,10,October,1956,7.2,7.576,FALSE
